context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
A mezőgazdasági termelőkön akar segíteni a szaktárca, amely forgóeszköz-hitelről tárgyal a fejlesztési bankkal.; A Napi Gazdaság úgy tudja, hogy 10 milliárd forintos nemzeti keretből indítanák el a programot valószínűleg még a tavaszi mezőgazdasági munkák kezdete előtt.; tud; modális; 10 milliárd forintos nemzeti keretből indítanák el a programot valószínűleg még a tavaszi mezőgazdasági munkák kezdete előtt.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy 10 milliárd forintos nemzeti keretből indítanák el a programot valószínűleg még a tavaszi mezőgazdasági munkák kezdete előtt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Csúszik a Margithíd felújítása.; A Távirati Iroda úgy tudja, hogy május helyett, csak nyáron kezdődik el a budapesti híd rekonstrukciója, mert három hónapot kellett várni egy hatósági engedélyre.; tud; modális; Május helyett, csak nyáron kezdődik el a budapesti híd rekonstrukciója, mert három hónapot kellett várni egy hatósági engedélyre.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy május helyett csak nyáron kezdődik el a budapesti híd rekonstrukciója, mert három hónapot kellett várni egy hatósági engedélyre?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
B.: - Sajtóértesülés szerint fegyvereket találtak a Dunában, amelyeket a Teve utcai rendőrpalota elleni támadáshoz használhattak.; A Független Hírügynökség úgy tudja, hogy egy gépkarabélyt, lőszereket és egy hangtompítót hoztak felszínre.; tud; modális; Egy gépkarabélyt, lőszereket és egy hangtompítót hoztak felszínre.; MNSZ, spok_hu_radio_000.txt; Ön szerint B. mennyire biztos abban, hogy egy gépkarabélyt, lőszereket és egy hangtompítót hoztak felszínre?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Munka Törvénykönyvével kapcsolatos valamennyi szakszervezeti javaslatot a parlament elé terjesztik az MSZP. A szocialisták reagáltak arra a fideszes javaslatra is, amely nyomott árfolyamon tenné lehetővé a devizahitelek végtörlesztését.; Burány Sándor úgy tudja, ez nem jelent érdemi megoldást az adósok problémáira.; tud; modális; Ez nem jelent érdemi megoldást az adósok problémáira.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy a fideszes javaslat nem jelent érdemi megoldást az adósok problémáira?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Haják Szabó Mária :- Nem közeledtek az álláspontok a kereszteénydemokraták és a Most Híd szlovák-magyar vegyespárt között a kettős állampolgárság kérdésében, de a kisebbségi nyelvhasználati küszöb húsz százalékról tíz százalékra történő lecsökkentésének ügyében sem. A kormány koalíció legutóbbi határozata kimondja, ezekről minden párttal külön egyeztet a Bugár Béla vezette Most Híd. A kereszténydemokratákkal volt egy forduló, de előrelépés nem történt.; A Szita Hírügynökség úgy tudja, a jövő héten újra tárgyalóasztalhoz ülnek a felek.; tud; modális; A jövő héten újra tárgyalóasztalhoz ülnek a felek.; MNSZ, spok_hu_radio_000.txt; Ön szerint a Haják Szabó Mária mennyire biztos abban, hogy a jövő héten újra tárgyalóasztalhoz ülnek a felek?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Herényi Károly egyetértett azzal, hogy az államháztartás egésze rosszul működik.; Úgy tudja, hogy a munkaerőpiaci alap 400 milliárd forintjából idén száz jutott munkanélküli vagy álláskeresési támogatásra, a többit nem költötték hasznos célokra, kidobták az ablakon.; tud; modális; A munkaerőpiaci alap 400 milliárd forintjából idén száz jutott munkanélküli vagy álláskeresési támogatásra, a többit nem költötték hasznos célokra, kidobták az ablakon.; MNSZ, spok_hu_radio_000.txt; Ön szerint Herényi Károly mennyire biztos abban, hogy a munkaerőpiaci alap 400 milliárd forintjából idén száz jutott munkanélküli vagy álláskeresési támogatásra, a többit nem költötték hasznos célokra, kidobták az ablakon?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Népszabadság értesülése szerint őrizetbe vették a budapesti katonai bázis tűzszerészét, akinek a szolgálati helyéről robbanóeszközök készítéséhez valók tüntek el.; A lap úgy tudja, hogy a százados tettét nem politikai okok motíválták.; tud; modális; A százados tettét nem politikai okok motíválták.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy a százados tettét nem politikai okok motíválták?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - 2011 januártól működhetne az elektronikus útdíj-rendszer - írja a Népszabadság.; A lap úgy tudja, hogy a 3,5 tonnánál nagyobb teherautók és buszok a főutakat az új rendszer elindulása után is matricával használhatnák.; tud; modális; A 3,5 tonnánál nagyobb teherautók és buszok a főutakat az új rendszer elindulása után is matricával használhatnák.; MNSZ, spok_hu_radio_000.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a 3,5 tonnánál nagyobb teherautók és buszok a főutakat az új rendszer elindulása után is matricával használhatnák?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Kész utcára vonulni a Magyar Szakszervezetek Országos Szövetsége, ha a kormány megszünteti a munkavállalói kedvezményeket - az üdülési csekket, vagy az ebédjegyet - írja a Magyar Nemzet.; A lap úgy tudja, hogy szeptemberre szövetségi tanácsülést hív össze az MSZOSZ, amely a pénzügyi és a munkaügyi tárca vezetőitől vár választ a kérdéseire.; tud; modális; Szeptemberre szövetségi tanácsülést hív össze az MSZOSZ, amely a pénzügyi és a munkaügyi tárca vezetőitől vár választ a kérdéseire.; MNSZ, spok_hu_radio_000.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy szeptemberre szövetségi tanácsülést hív össze az MSZOSZ?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brit sajtóértesülés szerint az Európai Labdarúgó Szövetség felkérte Németországot, hogy szükség esetén ugorjon be Ukrajna helyett és rendezze meg Lengyelországgal közösen a 2012-es Európa Bajnokságot.; Az újság úgy tudja, az UEFA német részről a lengyel határhoz viszonylag közel eső Berlint és Lipcsét szemelte ki póthelyszínként.; tud; modális; Az UEFA német részről a lengyel határhoz viszonylag közel eső Berlint és Lipcsét szemelte ki póthelyszínként.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy az UEFA német részről a lengyel határhoz viszonylag közel eső Berlint és Lipcsét szemelte ki póthelyszínként?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Négy magyar fiatal sérült meg Horvátországban, amikor autójukkal sziklának ütköztek Zára közelében.; A kinti magyar konzul úgy tudja, egyikük súlyos sérüléseket szenvedett.; tud; modális; Egyikük súlyos sérüléseket szenvedett.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy a négy magyar fiatal közül egy súlyos sérüléseket szenvedett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sipos Ildikó: - Úgy tűnik mindenki engedett az MDF-ben. A listán ugyanis a pártelnök eredeti tervének megfelelően helyet kapott az SZDSZ. Bokros Lajos viszont az országos listán nem szerepel. A budapesti listát viszont ő vezeti - tájékoztatott közleményben az MDF. A párt választmánya csak hosszas vita után jutott dűlőre. A megyei delegáltak az SZDSZ-nek egyáltalán nem adtak volna helyet. Dávid Ibolya viszont ragaszkodott ehhez. Makai Zsolt választmányi elnök pedig még pénteken azt javasolta, miniszterelnök jelöltjük csak a budapesti listát vezesse.; Az Index úgy tudja, a meddővé váló vitát és az így kialakult patthelyzetet végül Bokros Lajos oldotta fel, aki saját javaslatot terjesztett be és közölte, visszalép ha az országos választmány ezt nem fogadja el.; tud; modális; A meddővé váló vitát és az így kialakult patthelyzetet végül Bokros Lajos oldotta fel, aki saját javaslatot terjesztett be és közölte, visszalép ha az országos választmány ezt nem fogadja el.; MNSZ, spok_hu_radio_000.txt; Ön szerint az Index mennyire biztos abban, hogy a meddővé váló vitát és az így kialakult patthelyzetet végül Bokros Lajos oldotta fel?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Katonai Ügyészség nyomoz az ügyben. Egyelőre nem nyilatkoznak. Ma tartanak sajtótájékoztatót a vizsgálatról.; Az Index internetes oldal úgy tudja, az Állami Egészségügyi Központ igazgatója tett feljelentést, aki az egyik munkatársától tudta meg, mi történik a szülészeten.; tud; modális; Az Állami Egészségügyi Központ igazgatója tett feljelentést, aki az egyik munkatársától tudta meg, mi történik a szülészeten.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy az Állami Egészségügyi Központ igazgatója tett feljelentést?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Tehát akkor most visszatérve a kiindulási ponthoz, a sajnálatos egyiptomi tragédiához, az nem lehet kérdés, hiszen szállítás közben, szállodából a repülőtérre szállították az utasokat, történt ez a nagyon súlyos közlekedési baleset, hogy az utazási iroda, az utaztató iroda kártérítési felelősséggel tartozik.; Molnár Gabriella: - Igen, mert a külföldi busztársaság az az ő külföldi közreműködője volt, és hát úgy tudom, a legjobb információk szerint, hogy ezért az utazási iroda mindent meg is tesz, hogy az utasait hazahozza, kártalanítsa, mindent megtegyen a probléma rendezése érdekében.; tud; modális; A legjobb információk szerint, hogy ezért az utazási iroda mindent meg is tesz, hogy az utasait hazahozza, kártalanítsa, mindent megtegyen a probléma rendezése érdekében.; MNSZ, spok_hu_radio_000.txt; Ön szerint Molnár Gabriella mennyire biztos abban, hogy az utazási iroda mindent megtesz, hogy az utasait hazahozza, kártalanítsa?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Magyar Nemzeti Bank döntéshozó testülete legutóbbi ülésén 8.5%-on hagyta az alapkamatot. Műsorunk vendége volt Karvalics Ferenc, a jegybank alelnöke.; A piacnak ez nem volt meglepetés a hírek szerint, de úgy tudom, szóba került azért a kamatcsökkentés lehetősége is.; tud; modális; Szóba került azért a kamatcsökkentés lehetősége is.; MNSZ, spok_hu_radio_000.txt; Ön szerint a beszélő mennyire biztos abban, hogy szóba került azért a kamatcsökkentés lehetősége is?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Madarász Imre egyetemi docens: - Kicsit én magam is úgy érzem, hogy ez a könyv az életem műve, tehát nem egyszerűen csak egy könyv a sok közül, hanem egy kicsit talán az a könyvem, amire úgy egész életemben vagy életem egy jelentős részében, de körülbelül kimutathatóan, bizonyíthatóan húsz éve készültem.; Bár nem gondolom, hogy akkora sikere lesz, mint az eddig hat kiadást megélt Olasz irodalom története című könyvemnek.; gondol; tagadás; Madarász Imre új könyvének akkora sikere lesz, mint az eddig hat kiadást megélt Olasz irodalom története című könyvének.; MNSZ, spok_hu_radio_059.txt; Ön szerint Madarász Imre mennyire biztos benne, hogy új könyvének akkora sikere lesz, mint az eddig hat kiadást megélt Olasz irodalom története című könyvének?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Popovics Pál: Kizárólag magyarul, a szűk meg a tágabb értelemben vett családunkban is, a nagyszüleimnek 14 unokája van, hárman vagyunk testvérek és 14 gyermek van ebben a három családban, kizárólag a magyar a beszédnyelv, de nem ez a jellemző a munkácsi magyarokra. Riporter: Ha informatikáról beszélünk, akkor azt nagyon jól tudjuk, hogy Németországban például háromszor annyi informatikust tudnak igazából felszippantani a gazdaság, mert akkora az igény rá, és hasonló a helyzet Nyugat-Európában, az Amerikai Egyesült Államokban is.; Nem gondolt soha arra, hogy sokkal jobban járna, hogyha mondjuk nem otthon, nem Munkácson maradt volna?; gondol; tagadás, kérdés; Popovics Pál sokkal jobban járna, hogyha mondjuk nem otthon, nem Munkácson maradt volna.; MNSZ, spok_hu_radio_059.txt; Ön szerint Popovics Pál mennyire biztos benne, hogy sokkal jobban járna, hogyha mondjuk nem otthon, nem Munkácson maradt volna?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: 1990-ben hány esztendős volt? Hlavathy Katalin: Két éves voltam.; Viszont a diákszövetségben tovább él az a szellem, és generációról generációra adjuk tovább ezt az akaratot és ezt a törekvést, hogy a magyar oktatásért tegyünk a lehető legtöbbet, és a tanügyi törvénynek a megjelenése azt hittük, hogy megadja ezt a lehetőséget, nem gondoltuk meg, hogy egy ilyen szintű ellenállásba ütközünk az egyetem román vezetősége részéről, akik a hatalmat úgy próbálják megőrizni, ahogy csak lehet.; meggondol; tagadás; Hlavathy Katalinék erős ellenállásba ütköztek az egyetem román vezetősége részéről.; MNSZ, spok_hu_radio_059.txt; Ön szerint Hlavathy Katalin mennyire biztos benne, hogy erős ellenállásba ütköztek az egyetem román vezetősége részéről?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tehát itt valamilyen megoldást kellett keresni. Annak ellenére, hogy az akkori kommunista vezetés, élén Kádár Jánossal, minden eszközzel továbbra is az egyháznak a korlátozása mellett volt.; Már talán nem gondolták, hogy sikerül az eredeti terv, amit korábban elképzeltek, és még 57-ben, 58-ban is Kádár magáénak vallott, hogy húsz éven belül ugye teljesen felszámolják a katolikus egyházat, és két generáción belül a vallásosságot Magyarországon.; gondol; tagadás; A kommunista vezetésnek sikerül a terv, hogy húsz éven belül teljesen felszámolják a katolikus egyházat.; MNSZ, spok_hu_radio_059.txt; Ön szerint a beszélő mennyire biztos abban, hogy a kommunista vezetésnek sikerül a terv, hogy húsz éven belül teljesen felszámolják a katolikus egyházat?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Popovics Pál: Nem, ez nem, nem merült fel. Fontos az egzisztenciális kérdés is, viszont az is fontos, hogy milyen közösségben van az embeRiporter; Tehát hogyha most a családom kiszakad egy természetes közösségéből, ahol otthon érzi magát, ahol a gyökerei ott vannak, és áttelepül egy tényleg idegen országba, ahol a nyelvi környezet is teljesen idegen, a kultúrkörnyezet is az, akkor lehet, hogy jobb körülmények között élnénk, de nem hiszem, hogy otthon éreznénk magunkat, nem érzem azt, hogy rá lennénk kényszerülve csupán csak emiatt, elköltözni egy idegen környezetbe.; hisz; tagadás; Popovics Pálék otthon éreznék magukat egy idegen országban.; MNSZ, spok_hu_radio_059.txt; Ön szerint Popovics Pál mennyire biztos benne, hogy a családja otthon érezné magát egy idegen országban?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: A Babits Gimnázium igazgatója, Magasi András fontosnak véli, hogy egységes legyen az iskola arculata, ez a diákok összetartozását is jelzi. ; Magasi András: Nem biztos, hogy tudnák, hogy ide járnak.; tud; feltételes; A diákok a Babits Gimnáziumba járnak.; MNSZ, spok_hu_radio_059.txt; Ön szerint Magasi András mennyire biztos abban, hogy a diákok a Babits Gimnáziumba járnak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A csempészek, illetve a bűnözők meglátták abban a lehetőséget, hogy mekkora pénzre, haszonra tehetnek szert az illegális cigaretta behozatallal. De aztán, miután az akkor még Vám- és Pénzügyőrségnek a felderítési módszerei is egyre sikeresebbek voltak, így aztán a bűnözők módszerei is változtak, aztán most már nemcsak a Nemzeti Adó- és Vámhivatal dolgozik ezen - azon belül a pénzügyőrök és a pénzügyi nyomozók -, hanem együtt dolgozunk a rendőrségnek a határrendészeti és a bűnüldöző szerveivel.; Van egy úgynevezett zöldhatár munkacsoport, amelynek az a célja, hogy minél hermetikusabban lezárjuk az útvonalat a csempészek elől, tehát azért azt reméljük, hogy csökken az ilyen jellegű forgalom, bár azt mindenképpen hangsúlyozni kell, hogy tranzit ország vagyunk, tehát folyamatos valószínűleg a jelenléte az ilyen jellegű csempészeti tevékenységnek.; hangsúlyoz; modális; Tranzit ország vagyunk.; MNSZ, spok_hu_radio_059.txt; Ön szerint a beszélő mennyire biztos abban, hogy a csempészet szempontjából tranzit ország vagyunk?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Orbán Viktor  miniszterelnök a pénteki 180 percben elmondta, hogy a jövő évi költségvetésben már szerepelhet az új adó.; Orbán Viktor: Ez a tranzakciós illeték, mindenfajta munkanevei léteznek ebben a pillanatban, de jó ha tudjuk, hogy ugyanarról beszélünk.; tud; feltételes; Ugyanarról beszélnek.; MNSZ, spok_hu_radio_059.txt; Ön szerint a beszélő mennyire biztos abban, hogy a tranzakciós illetékről beszélünk akkor is, ha más munkaneveken említjük azt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
